probe,scene,E_S3,E_S3_new,E_S3_dup,d_new,d_dup
B,1bbd90606751424ca876f2c94e183784,0.022116057574748993,0.022116221487522125,0.022116221487522125,-1.6391277313232422e-07,-1.6391277313232422e-07
B,1bc61e7f64a54ccc9f3942b874779522,0.1142364963889122,0.1142364889383316,0.1142365112900734,7.450580596923828e-09,-1.4901161193847656e-08
B,1d29f591697e493387d51a116b895934,0.07382284849882126,0.07382291555404663,0.07382280379533768,-6.705522537231445e-08,4.470348358154297e-08
B,1dbcb5f847804c75822615e161505d83,0.00014709685638081282,0.0001470968418288976,0.0001470968418288976,1.4551915228366852e-11,1.4551915228366852e-11
B,1e5929958e9d4fd5b0b8cdeaf2752d01,0.032639097422361374,0.03263908997178078,0.03263907879590988,7.450580596923828e-09,1.862645149230957e-08
B,1ea9f54daa68475d867243576d94e9b5,0.114754818379879,0.11475477367639542,0.11475463956594467,4.470348358154297e-08,1.7881393432617188e-07
B,1eeefd2d22dd4b6c8ec6fbfa1f885d01,0.09418026357889175,0.09418083727359772,0.09418079257011414,-5.736947059631348e-07,-5.289912223815918e-07
B,1f6c403e514e4d259ecb329543003c3d,0.018734827637672424,0.018734784796833992,0.018734754994511604,4.284083843231201e-08,7.264316082000732e-08
B,1f899649bb9f4e51a031668b0a97d438,0.008153131231665611,0.008153149858117104,0.008153177797794342,-1.862645149230957e-08,-4.6566128730773926e-08
B,202304220aef4cac84572ec4a072bf68,0.014909058809280396,0.014906381256878376,0.01490387599915266,2.6775524020195007e-06,5.182810127735138e-06
B,210f600a968c47e4abeed9c8d25f36bd,0.00014760630438104272,0.00014760630438104272,0.00014760630438104272,0.0,0.0
B,21228b0cf30745efbf0842c86f34e584,0.008861029520630836,0.008861181326210499,0.008861190639436245,-1.51805579662323e-07,-1.6111880540847778e-07
B,2242ba8057ed45c998208ca71cd13b3e,0.04081088304519653,0.040810875594615936,0.04081088304519653,7.450580596923828e-09,0.0
B,229df31da28c4d3390d6ae1fef2867e0,0.021297164261341095,0.021297045052051544,0.02129707671701908,1.1920928955078125e-07,8.754432201385498e-08
B,22a62914e48948cbb93a08364e3d650c,0.08629437536001205,0.08629360795021057,0.08629349619150162,7.674098014831543e-07,8.791685104370117e-07
B,2408f7b6d1d64b9ca70b14a84dee8d84,0.13036249577999115,0.13036222755908966,0.1303623914718628,2.682209014892578e-07,1.043081283569336e-07
B,24a0d4520d444db7980f3737950f2a5c,0.012771673500537872,0.012771598063409328,0.012771598063409328,7.543712854385376e-08,7.543712854385376e-08
B,2570d5ef94e740e9bd85d42e6b8c59f6,0.0263843797147274,0.02638428285717964,0.026384156197309494,9.685754776000977e-08,2.2351741790771484e-07
B,25b1735633484414aef07006a0099c26,0.026438336819410324,0.02643829584121704,0.02643837034702301,4.0978193283081055e-08,-3.3527612686157227e-08
B,25b74c8c02ef41f6bdb3dc2b097c6eee,0.07896075397729874,0.07895736396312714,0.07896126806735992,3.390014171600342e-06,-5.140900611877441e-07
B,260151f2360c484e8c0a5034ff391021,0.036348167806863785,0.03634810075163841,0.03634576126933098,6.705522537231445e-08,2.4065375328063965e-06
B,273a3aa035784eacb89db08c1a0710bf,0.09857896715402603,0.09857895225286484,0.09857897460460663,1.4901161193847656e-08,-7.450580596923828e-09
B,276f390b0cfc475898b445466d387cf6,0.07497192174196243,0.07497186958789825,0.07497192174196243,5.21540641784668e-08,0.0
B,27b4f79643cb40ae8cdde5d5a9adebf1,0.07681354135274887,0.07681349664926529,0.07681350409984589,4.470348358154297e-08,3.725290298461914e-08
B,285fbc3ac47c47dead4bae4f21dbf966,0.0077302525751292706,0.007730393670499325,0.007730347104370594,-1.41095370054245e-07,-9.452924132347107e-08
B,28e9c03735124472877f9f4741a74d78,0.04897335171699524,0.04897335171699524,0.048973336815834045,0.0,1.4901161193847656e-08
B,28f3639867884b1ab9357e990899d9d6,0.007220372557640076,0.007220359519124031,0.007220366038382053,1.30385160446167e-08,6.51925802230835e-09
B,2989fed94cf84cc8bddefad13d208932,0.04552178829908371,0.04552176222205162,0.04552178829908371,2.60770320892334e-08,0.0
B,29bc29d28a574da5a81e51a7bdccc563,0.013823328539729118,0.013823489658534527,0.013823913410305977,-1.6111880540847778e-07,-5.848705768585205e-07
B,29dd1b62f2a74a1f85cad5fede2fc423,0.04175292328000069,0.041752755641937256,0.04175277054309845,1.6763806343078613e-07,1.5273690223693848e-07
B,29dfbc6436484061ba94690407c5f8fd,0.004453085828572512,0.004453034605830908,0.004453042987734079,5.122274160385132e-08,4.284083843231201e-08
B,2a37df8f84254af1aa4fca1efdbc4fe7,0.006299243308603764,0.006299214903265238,0.006299340166151524,2.8405338525772095e-08,-9.685754776000977e-08
B,2b59a3b183004c3c860337ceb41750c8,0.0911153107881546,0.09111534804105759,0.0911153107881546,-3.725290298461914e-08,0.0
B,2be296fc2d684166b4e0dcbe84d92337,0.00014719371392857283,0.0001471937430324033,0.0001471937430324033,-2.9103830456733704e-11,-2.9103830456733704e-11
B,2c0aa3bfb16540fba4ba538a8c67f3b3,0.00014658411964774132,0.00014658411964774132,0.00014658411964774132,0.0,0.0
B,2c3da301c24245ce9b25ce41e44a5b35,0.1603718101978302,0.1603705734014511,0.16037315130233765,1.2367963790893555e-06,-1.341104507446289e-06
B,2c60afeb98c3492f8007ac509de7698b,0.02190767601132393,0.02190767042338848,0.02190767414867878,5.587935447692871e-09,1.862645149230957e-09
B,2c6ce38f887f4373ae8f065210b7e9ee,0.02702297270298004,0.027022957801818848,0.027022968977689743,1.4901161193847656e-08,3.725290298461914e-09
B,2c886582d8a94d5d9994de58b51911eb,0.18619404733181,0.18619404733181,0.18619409203529358,0.0,-4.470348358154297e-08
B,2cdb6470844d4daba89365be8ad30f14,0.00014669408847112209,0.00014669413212686777,0.00014669408847112209,-4.3655745685100555e-11,0.0
B,2cf849fec80647928b7638ef08e602f4,0.008872351609170437,0.00887246709316969,0.008872483856976032,-1.1548399925231934e-07,-1.3224780559539795e-07
B,2d0280394a11463a9bf5b6ef8a1659a1,0.12514320015907288,0.12514318525791168,0.1251431107521057,1.4901161193847656e-08,8.940696716308594e-08
B,2d514ed8cabb4519b0e376bd0950115e,0.07309350371360779,0.07309818267822266,0.073098324239254,-4.678964614868164e-06,-4.820525646209717e-06
B,2d6cf5ded8634930b65314a62150bc6f,0.004594365134835243,0.004594377242028713,0.004594371188431978,-1.210719347000122e-08,-6.05359673500061e-09
B,2d8059066be34f61af4776f23f00640c,0.0861973688006401,0.08619743585586548,0.0861973837018013,-6.705522537231445e-08,-1.4901161193847656e-08
B,2d82e08ea31549a99aa03ac6511613c6,0.16478104889392853,0.16478128731250763,0.16478101909160614,-2.384185791015625e-07,2.9802322387695312e-08
B,2dfa3a4d58a442bb9abbf1f7beb2e5e6,0.05218403786420822,0.052184004336595535,0.05218394845724106,3.3527612686157227e-08,8.940696716308594e-08
B,2f761f9165384a0e8f51abafd1247e35,0.055147044360637665,0.055147118866443634,0.05514705553650856,-7.450580596923828e-08,-1.1175870895385742e-08
B,2fd7a41706254e6cb2c24467a5ca0370,0.022187966853380203,0.02218789979815483,0.022187914699316025,6.705522537231445e-08,5.21540641784668e-08
B,3050967715914e7791ae4a1d47551822,0.1065528467297554,0.10655293613672256,0.10655287653207779,-8.940696716308594e-08,-2.9802322387695312e-08
B,308472c7daa94a4fbb44be3a345a879a,0.04288649559020996,0.042886532843112946,0.04288649559020996,-3.725290298461914e-08,0.0
B,3098fe550c534448adf2e2844e06950d,0.10669552534818649,0.10669553279876709,0.10669557005167007,-7.450580596923828e-09,-4.470348358154297e-08
B,31260ec93c914a0ea7835850db66e445,0.1267310231924057,0.1267310231924057,0.1267310082912445,0.0,1.4901161193847656e-08
B,319376f14ac644759cc5f8fae239d6be,0.09850770235061646,0.09850757569074631,0.09850757569074631,1.2665987014770508e-07,1.2665987014770508e-07
B,31aa0fb227cb47b1897084a9d23aa10f,0.010661217384040356,0.010661213658750057,0.010661214590072632,3.725290298461914e-09,2.7939677238464355e-09
B,322dc0a758414cd2932ad3bd3d78c678,0.09005275368690491,0.09005270898342133,0.09005282074213028,4.470348358154297e-08,-6.705522537231445e-08
B,3338cda4fe694bc8869b7c587c078246,0.2835429906845093,0.28351834416389465,0.2835303843021393,2.4646520614624023e-05,1.2606382369995117e-05
B,3354476a318444a88d29eb0105f69289,0.04082953929901123,0.040829554200172424,0.04082950949668884,-1.4901161193847656e-08,2.9802322387695312e-08
C,00f7c6d95b7d4c359681cc3b93f8a077,0.0020253616385161877,0.0020253616385161877,0.0020253616385161877,0.0,0.0
C,00ff6c772dce4e84bf66544ada6093a0,0.017983928322792053,0.017984045669436455,0.017983928322792053,-1.1734664440155029e-07,0.0
C,0104f4b9bd3c476d949785e03f2ff7c6,0.00014741280756425112,0.00014741280756425112,0.00014741280756425112,0.0,0.0
C,0109cde49c664b408e6a95a82d235070,0.19993409514427185,0.19993409514427185,0.19993409514427185,0.0,0.0
C,01f2d9c189f5404c97f696d022b0ad81,0.0008761967183090746,0.0008761967183090746,0.0008761967183090746,0.0,0.0
C,024bfdbc8f1c4a75bdbaaecb905e04e8,0.06597893685102463,0.06597893685102463,0.06597893685102463,0.0,0.0
C,027e8e8787bf40689bdd8e795636a106,0.028744004666805267,0.028744004666805267,0.028744004666805267,0.0,0.0
C,02c1619333c74000886bee7b9667e1d6,0.0001478836638852954,0.0001478836638852954,0.0001478836638852954,0.0,0.0
C,02fc000a981e416386d8cc51c858de5b,0.18200884759426117,0.18200884759426117,0.18200884759426117,0.0,0.0
C,03ba54375bcb45d1a92a5dcb9e8e3a59,0.05204940214753151,0.05204940214753151,0.05204940214753151,0.0,0.0
C,0437089225fb4b8496c6c4a824d370e6,0.08102045208215714,0.08102045208215714,0.08102045208215714,0.0,0.0
C,048002dcad254cf8b57d51d84ad84435,0.07449626177549362,0.07449626177549362,0.07449626177549362,0.0,0.0
C,04dbe2471a134bd68f5b8d8d4af95aae,0.043150294572114944,0.043150294572114944,0.043150294572114944,0.0,0.0
C,04e43ff1195e45029a03b6cdc53f9aa8,0.00014698812447022647,0.00014698812447022647,0.00014698812447022647,0.0,0.0
C,04e5ee9a0baa446e9ab973cce0153bc8,0.00014720788749400526,0.00014720788749400526,0.00014720788749400526,0.0,0.0
C,05703932eb2c45c0918d4f91c875d064,0.019814396277070045,0.019814396277070045,0.019814396277070045,0.0,0.0
C,060c9e87a01b4fd08f87578d63e4961e,0.03413047641515732,0.03413047641515732,0.03413047641515732,0.0,0.0
C,062ad5b97bf34d75b7c7003b9b6f2cb0,0.003983053378760815,0.003983053378760815,0.003983053378760815,0.0,0.0
C,069044476a7f49b9b83f6364654c85c3,0.12053284794092178,0.12053284794092178,0.12053284794092178,0.0,0.0
C,0692e0ff0ef34b21b1f3659270d2e558,0.03780495375394821,0.03780495375394821,0.03780495375394821,0.0,0.0
C,06dd0877eb584e569d1bc9070e42baa2,0.08151751011610031,0.08151751011610031,0.08151751011610031,0.0,0.0
C,07a81928f67f4aa2ad0d59a057ae374e,0.1052936390042305,0.1052936390042305,0.1052936390042305,0.0,0.0
C,07c2642631f947a5ac799dddeea39eb9,0.04785192385315895,0.04785192385315895,0.04785192385315895,0.0,0.0
C,086be698bca14d7791d9032884909954,0.0761113166809082,0.0761113166809082,0.0761113166809082,0.0,0.0
C,087ca366dee64594bba4189b31dd7a45,0.027338914573192596,0.027338914573192596,0.027338914573192596,0.0,0.0
C,08aab5b01d384e0082c56c17fc9f2245,0.00014691823162138462,0.00014691823162138462,0.00014691823162138462,0.0,0.0
C,08bc3a0eec7042389949e2c5ad9bf700,0.025225553661584854,0.025225553661584854,0.025225553661584854,0.0,0.0
C,099450527f614a3e81baf1fe4fe087ab,0.059936776757240295,0.059936776757240295,0.059936776757240295,0.0,0.0
C,09fb340c826c402683eca48320936aec,0.00014793006994295865,0.00014793006994295865,0.00014793006994295865,0.0,0.0
C,0a354259149c4930bac9bab65ce89cdd,0.019732633605599403,0.01973261497914791,0.019732633605599403,1.862645149230957e-08,0.0
C,0a39c8c2a2df48b6a072da1d9306cf36,0.10715869069099426,0.10715868324041367,0.10715869069099426,7.450580596923828e-09,0.0
C,0ae2a05bf20c4b028b86c33e26aa9e0c,0.08681648224592209,0.08681648224592209,0.08681648224592209,0.0,0.0
C,0af17e65f26647cc99709f7d15944994,0.07310754805803299,0.07310754805803299,0.07310754805803299,0.0,0.0
C,0b1cc5fa9d8744ddabb84d3ec55b9a97,0.07209813594818115,0.07209813594818115,0.07209813594818115,0.0,0.0
C,0b6168841a3f46bdaa56947d469c79da,0.00014687140355817974,0.00014687140355817974,0.00014687140355817974,0.0,0.0
C,0bba5774d2bd40e48a2d246fdd0b92f5,0.05405554175376892,0.05405554175376892,0.05405554175376892,0.0,0.0
C,0c5eb9cedea94e2180187a07cb661ceb,0.01560748927295208,0.01560748927295208,0.01560748927295208,0.0,0.0
C,0c87b9d50c7f4a2292e337ceb54ec36a,0.0454118549823761,0.0454118549823761,0.0454118549823761,0.0,0.0
C,0cc862bb5d9f41269631ff62504cfdf9,0.01692119613289833,0.01692119613289833,0.01692119613289833,0.0,0.0
C,0e63e1ef419b49278ddc45ec63f69979,0.010236384347081184,0.010236404836177826,0.010236384347081184,-2.0489096641540527e-08,0.0
C,0e92245b9cac4423810aece64743decd,0.05456617847084999,0.05456617847084999,0.05456617847084999,0.0,0.0
C,0f3d54f4b2b74580a2c1891c1116dc5f,0.07266876101493835,0.07266876101493835,0.07266876101493835,0.0,0.0
C,0f48025ff969419582312f9a02fd7af0,0.08488623797893524,0.08488623052835464,0.08488623052835464,7.450580596923828e-09,7.450580596923828e-09
C,10edcd93ffa94c2a8cc0bc2e9bcf7eae,0.00014732919225934893,0.00014732919225934893,0.00014732919225934893,0.0,0.0
C,1175f68a974a45f5b9b6e51c08f1a432,0.036580100655555725,0.036580100655555725,0.036580100655555725,0.0,0.0
C,11940acb7fe34046ae965ed2fc1a3359,0.00028939160984009504,0.00028939160984009504,0.00028939160984009504,0.0,0.0
C,1199736697cb491a899f77c0b75112dd,0.00014739642210770398,0.00014739642210770398,0.00014739642210770398,0.0,0.0
C,11b4c003677148478409d6a66a65eb0e,0.009855953976511955,0.009855953976511955,0.009855953976511955,0.0,0.0
C,12aef634af8944ff86f9a967ccb1608b,0.06556587666273117,0.06556587666273117,0.06556587666273117,0.0,0.0
C,1397ff3d60e04d9aa7b0524d022cf5cf,0.00014795927563682199,0.0001479534403188154,0.00014795131573919207,5.8353180065751076e-09,7.959897629916668e-09
C,13c868d7ccfa48288730c0e6334a288c,0.10497146844863892,0.10497146844863892,0.1049714908003807,0.0,-2.2351741790771484e-08
C,13d4e5021ab84f30afd31f35c213cccb,0.00849437341094017,0.00849437341094017,0.00849437341094017,0.0,0.0
C,1420fb72273245db90f1e90ab0bc1724,0.08289346843957901,0.08289346843957901,0.08289346843957901,0.0,0.0
C,15db5f6f195c4995898af1b0ce431f80,0.01313590444624424,0.01313590444624424,0.01313590444624424,0.0,0.0
C,1603ccd8b72e49c1a7074f124b212f0e,0.0001474591117585078,0.0001474591117585078,0.0001474591117585078,0.0,0.0
C,16ffa17d84c8467f89403df9ad894301,0.008838187903165817,0.008838187903165817,0.008838187903165817,0.0,0.0
C,17092add79b24457ba29f0b35d660072,0.06798475980758667,0.06798475980758667,0.06798475980758667,0.0,0.0
C,179832b0585c415d979f90dced97ae71,0.08913879096508026,0.08913879096508026,0.08913879096508026,0.0,0.0
C,17bc5de2691b43cfb873091778a8de52,0.00014618255954701453,0.00014618255954701453,0.00014618255954701453,0.0,0.0
C,18b0f54db566476fb861c8fa187cd8d8,0.2154306322336197,0.2154306322336197,0.2154306322336197,0.0,0.0
C,1907da7461054e5ba6885302c08c2677,0.08070798218250275,0.08071596175432205,0.08069608360528946,-7.97957181930542e-06,1.1898577213287354e-05
C,191df4fa5f48453d81ede86ed863a3c2,0.08783193677663803,0.08783416450023651,0.08782858401536942,-2.2277235984802246e-06,3.3527612686157227e-06
C,193c0e81efc74ed0bd5834586cf3fe8f,0.11544938385486603,0.11544938385486603,0.11544938385486603,0.0,0.0
C,195a37929e644c3dbfbe25de252b0969,0.18098734319210052,0.18098734319210052,0.18098734319210052,0.0,0.0
C,1ada36a1a86a4bdaaa106bee7d9ac67d,0.12213588505983353,0.12213588505983353,0.12213588505983353,0.0,0.0
C,1b98302c1ed9406a8343b3d39d6c5095,0.00014744937652722,0.00014744937652722,0.00014744937652722,0.0,0.0
C,1bbd90606751424ca876f2c94e183784,0.022158900275826454,0.022158900275826454,0.022158900275826454,0.0,0.0
C,1bc61e7f64a54ccc9f3942b874779522,0.11454514414072037,0.11454514414072037,0.11454514414072037,0.0,0.0
C,1d29f591697e493387d51a116b895934,0.07575385272502899,0.07575385272502899,0.07575385272502899,0.0,0.0
C,1dbcb5f847804c75822615e161505d83,0.00014709372771903872,0.00014709372771903872,0.00014709372771903872,0.0,0.0
C,1e5929958e9d4fd5b0b8cdeaf2752d01,0.034642159938812256,0.034642159938812256,0.034642159938812256,0.0,0.0
C,1ea9f54daa68475d867243576d94e9b5,0.1148524135351181,0.11485254764556885,0.11485248059034348,-1.341104507446289e-07,-6.705522537231445e-08
C,1eeefd2d22dd4b6c8ec6fbfa1f885d01,0.09989481419324875,0.09989481419324875,0.09989481419324875,0.0,0.0
C,1f6c403e514e4d259ecb329543003c3d,0.019367454573512077,0.019367454573512077,0.019367454573512077,0.0,0.0
C,1f899649bb9f4e51a031668b0a97d438,0.0066075995564460754,0.0066075995564460754,0.0066075995564460754,0.0,0.0
C,202304220aef4cac84572ec4a072bf68,0.014936979860067368,0.014938006177544594,0.014937779866158962,-1.0263174772262573e-06,-8.00006091594696e-07
C,210f600a968c47e4abeed9c8d25f36bd,0.00014760640624444932,0.00014760640624444932,0.00014760640624444932,0.0,0.0
C,21228b0cf30745efbf0842c86f34e584,0.0060104490257799625,0.0060104490257799625,0.0060104490257799625,0.0,0.0
C,2242ba8057ed45c998208ca71cd13b3e,0.04078923538327217,0.04078923538327217,0.04078923538327217,0.0,0.0
C,229df31da28c4d3390d6ae1fef2867e0,0.021628715097904205,0.021628715097904205,0.021628715097904205,0.0,0.0
C,22a62914e48948cbb93a08364e3d650c,0.08627854287624359,0.08627855032682419,0.08627855032682419,-7.450580596923828e-09,-7.450580596923828e-09
C,2408f7b6d1d64b9ca70b14a84dee8d84,0.1308361142873764,0.13083606958389282,0.1308361142873764,4.470348358154297e-08,0.0
C,24a0d4520d444db7980f3737950f2a5c,0.013498960062861443,0.013498960062861443,0.013498960062861443,0.0,0.0
C,2570d5ef94e740e9bd85d42e6b8c59f6,0.02625681646168232,0.02625681646168232,0.02625681646168232,0.0,0.0
C,25b1735633484414aef07006a0099c26,0.02644047699868679,0.02644047699868679,0.026440484449267387,0.0,-7.450580596923828e-09
C,25b74c8c02ef41f6bdb3dc2b097c6eee,0.07961835712194443,0.07961836457252502,0.07961835712194443,-7.450580596923828e-09,0.0
C,260151f2360c484e8c0a5034ff391021,0.037031348794698715,0.037031374871730804,0.03703124076128006,-2.60770320892334e-08,1.0803341865539551e-07
C,273a3aa035784eacb89db08c1a0710bf,0.09899287670850754,0.09899287670850754,0.09899287670850754,0.0,0.0
C,276f390b0cfc475898b445466d387cf6,0.07496017217636108,0.07496017217636108,0.07496017217636108,0.0,0.0
C,27b4f79643cb40ae8cdde5d5a9adebf1,0.07686366140842438,0.07686366885900497,0.07686366140842438,-7.450580596923828e-09,0.0
C,285fbc3ac47c47dead4bae4f21dbf966,0.006791346240788698,0.006791346240788698,0.006791346240788698,0.0,0.0
C,28e9c03735124472877f9f4741a74d78,0.04889838397502899,0.04889838397502899,0.04889838397502899,0.0,0.0
C,28f3639867884b1ab9357e990899d9d6,0.00774436304345727,0.00774436304345727,0.00774436304345727,0.0,0.0
C,2989fed94cf84cc8bddefad13d208932,0.04552306979894638,0.04552306979894638,0.04552306979894638,0.0,0.0
C,29bc29d28a574da5a81e51a7bdccc563,0.013051075860857964,0.013055756688117981,0.01305442862212658,-4.680827260017395e-06,-3.3527612686157227e-06
C,29dd1b62f2a74a1f85cad5fede2fc423,0.040642522275447845,0.040642522275447845,0.040642522275447845,0.0,0.0
C,29dfbc6436484061ba94690407c5f8fd,0.0038738891016691923,0.0038738891016691923,0.0038738891016691923,0.0,0.0
C,2a37df8f84254af1aa4fca1efdbc4fe7,0.006709921173751354,0.00670988904312253,0.006709921173751354,3.213062882423401e-08,0.0
C,2b59a3b183004c3c860337ceb41750c8,0.09009982645511627,0.09009987860918045,0.09009987860918045,-5.21540641784668e-08,-5.21540641784668e-08
C,2be296fc2d684166b4e0dcbe84d92337,0.00014718891179654747,0.00014718891179654747,0.00014718891179654747,0.0,0.0
C,2c0aa3bfb16540fba4ba538a8c67f3b3,0.00014658397412858903,0.00014658397412858903,0.00014658397412858903,0.0,0.0
C,2c3da301c24245ce9b25ce41e44a5b35,0.1604093611240387,0.160411074757576,0.1604057401418686,-1.7136335372924805e-06,3.6209821701049805e-06
C,2c60afeb98c3492f8007ac509de7698b,0.021906524896621704,0.021906524896621704,0.021906524896621704,0.0,0.0
C,2c6ce38f887f4373ae8f065210b7e9ee,0.03277108073234558,0.03277108073234558,0.03277108073234558,0.0,0.0
C,2c886582d8a94d5d9994de58b51911eb,0.18768519163131714,0.18768519163131714,0.18768519163131714,0.0,0.0
C,2cdb6470844d4daba89365be8ad30f14,0.0001466934772906825,0.0001466934772906825,0.0001466934772906825,0.0,0.0
C,2cf849fec80647928b7638ef08e602f4,0.0075643593445420265,0.0075643593445420265,0.0075643593445420265,0.0,0.0
C,2d0280394a11463a9bf5b6ef8a1659a1,0.12544269859790802,0.12544269859790802,0.12544269859790802,0.0,0.0
C,2d514ed8cabb4519b0e376bd0950115e,0.07210242003202438,0.07210217416286469,0.07210217416286469,2.4586915969848633e-07,2.4586915969848633e-07
C,2d6cf5ded8634930b65314a62150bc6f,0.004626011475920677,0.004626011475920677,0.004626011475920677,0.0,0.0
C,2d8059066be34f61af4776f23f00640c,0.08633026480674744,0.08633030205965042,0.08633029460906982,-3.725290298461914e-08,-2.9802322387695312e-08
C,2d82e08ea31549a99aa03ac6511613c6,0.16569572687149048,0.16569571197032928,0.16569572687149048,1.4901161193847656e-08,0.0
C,2dfa3a4d58a442bb9abbf1f7beb2e5e6,0.05110514163970947,0.05110514163970947,0.05110514163970947,0.0,0.0
C,2f761f9165384a0e8f51abafd1247e35,0.05524524301290512,0.05524522438645363,0.05524490401148796,1.862645149230957e-08,3.390014171600342e-07
C,2fd7a41706254e6cb2c24467a5ca0370,0.022171156480908394,0.022171156480908394,0.022171156480908394,0.0,0.0
C,3050967715914e7791ae4a1d47551822,0.10757575929164886,0.10757575929164886,0.10757575929164886,0.0,0.0
C,308472c7daa94a4fbb44be3a345a879a,0.04327792301774025,0.04327792301774025,0.04327792301774025,0.0,0.0
C,3098fe550c534448adf2e2844e06950d,0.10677698999643326,0.10677698999643326,0.10677698999643326,0.0,0.0
C,31260ec93c914a0ea7835850db66e445,0.12885531783103943,0.12885531783103943,0.12885531783103943,0.0,0.0
C,319376f14ac644759cc5f8fae239d6be,0.09886723011732101,0.09886723011732101,0.09886723011732101,0.0,0.0
C,31aa0fb227cb47b1897084a9d23aa10f,0.01064220629632473,0.01064220629632473,0.01064220629632473,0.0,0.0
C,322dc0a758414cd2932ad3bd3d78c678,0.0903322771191597,0.0903322771191597,0.0903322771191597,0.0,0.0
C,3338cda4fe694bc8869b7c587c078246,0.28570306301116943,0.28570306301116943,0.28570297360420227,0.0,8.940696716308594e-08
C,3354476a318444a88d29eb0105f69289,0.041013576090335846,0.041013576090335846,0.041013576090335846,0.0,0.0
